Крок	X1		X2		Phi(X)
--------------------------------------------------
161	0.911572	0.830811	0.007822
162	0.918896	0.844238	0.006580
163	0.933545	0.871338	0.004419
164	0.962720	0.925781	0.001500
165	0.962720	0.925781	0.001500
166	0.962476	0.926270	0.001409
167	0.962476	0.926270	0.001409
168	0.962720	0.926758	0.001390
169	0.963025	0.927490	0.001368
170	0.963696	0.928711	0.001318
171	0.965039	0.931396	0.001223
172	0.967786	0.936523	0.001038
173	0.973218	0.947021	0.000719
174	0.984021	0.968262	0.000255
175	1.005566	1.010986	0.000034
176	1.005566	1.010986	0.000034
177	1.005505	1.011047	0.000030
178	1.005444	1.010925	0.000030
179	1.005368	1.010742	0.000029
180	1.005200	1.010437	0.000027
181	1.004880	1.009766	0.000024
182	1.004224	1.008484	0.000018
183	1.002927	1.005859	0.000009
184	1.000317	1.000610	0.000000
185	1.000317	1.000610	0.000000
186	1.000287	1.000580	0.000000
187	1.000272	1.000542	0.000000
188	1.000226	1.000458	0.000000
189	1.000150	1.000298	0.000000
190	0.999982	0.999969	0.000000
191	0.999982	0.999969	0.000000
192	0.999986	0.999971	0.000000
193	0.999986	0.999972	0.000000
194	0.999986	0.999972	0.000000
195	0.999987	0.999974	0.000000
196	0.999988	0.999976	0.000000
197	0.999991	0.999981	0.000000
198	0.999996	0.999992	0.000000
199	0.999996	0.999992	0.000000
200	0.999996	0.999992	0.000000
201	0.999996	0.999992	0.000000
202	0.999997	0.999993	0.000000
203	0.999997	0.999995	0.000000
204	0.999999	0.999999	0.000000
205	0.999999	0.999999	0.000000
206	0.999999	0.999999	0.000000
207	0.999999	0.999999	0.000000
208	0.999999	0.999999	0.000000
209	0.999999	0.999999	0.000000
210	0.999999	0.999999	0.000000
211	1.000000	0.999999	0.000000
212	1.000000	1.000000	0.000000
213	1.000000	1.000000	0.000000
